MS1_mean_corr,MS1_gev,MS1_occurrences,MS1_timecov,MS1_meandurs,MS2_mean_corr,MS2_gev,MS2_occurrences,MS2_timecov,MS2_meandurs,MS3_mean_corr,MS3_gev,MS3_occurrences,MS3_timecov,MS3_meandurs,MS4_mean_corr,MS4_gev,MS4_occurrences,MS4_timecov,MS4_meandurs,unlabeled,condition_id,subject_id
0.5279403533216039,0.09396357387067553,2.589105581708137,0.24277067921990586,0.09376623376623378,0.5576972461824568,0.1166325035826144,2.2864828513786146,0.2500336247478144,0.10935294117647058,0.5598039890534651,0.16263190297438204,3.1271015467383996,0.3429724277067922,0.1096774193548387,0.5290876522786178,0.053398884430180406,1.9838601210490923,0.16422326832548756,0.08277966101694914,0.008798826823090255,EO,010020
0.5871178809171558,0.1401705526794439,2.4536165635923632,0.29349287442860983,0.11961643835616437,0.6046155068674155,0.1045050769084288,1.8486152191449314,0.2079860177467061,0.11250909090909092,0.6201572331697466,0.22053715176284894,2.5880613068029037,0.33463296585103525,0.12929870129870133,0.5621333232278993,0.06655398483292445,1.6133369185264856,0.16388814197364884,0.10158333333333334,0.008398880149313425,EC,010020
0.5244533487409103,0.03182576077206002,1.4402465166130762,0.10436763129689175,0.07246511627906976,0.5634786785770225,0.04513557161314266,1.4737406216505895,0.12620578778135047,0.08563636363636365,0.5925543025304738,0.20476163726528623,3.0814576634512325,0.372454448017149,0.1208695652173913,0.5851943235238599,0.2133317722714464,3.215434083601286,0.3969721329046088,0.12345833333333334,0.004932675643247567,EO,010021
0.5913023681346549,0.01781611090303774,0.8468834688346883,0.06016260162601626,0.07104,0.621081348402687,0.05562319052594683,1.524390243902439,0.13157181571815718,0.08631111111111112,0.6368901439111949,0.2526690884315589,2.8794037940379402,0.4025745257452574,0.13981176470588236,0.6368351307968864,0.24679310430617613,2.710027100271003,0.4056910569105691,0.1497,0.0161311825089988,EC,010021
0.5538492421227115,0.08017926626539498,2.311712677566336,0.20128651835968908,0.08707246376811593,0.5981242794155252,0.07872128710311284,2.0436880192977753,0.15545430179576522,0.07606557377049179,0.5699021856451945,0.1484215885778982,2.8142589118198873,0.29442508710801396,0.10461904761904763,0.5495301317242349,0.14257946673701716,3.1827928169391586,0.34883409273653176,0.10959999999999999,0.005199306759098787,EO,010022
0.561922535927079,0.07272007329008415,2.075522228173541,0.1743438671665774,0.08399999999999999,0.5724482888761663,0.04599390329524931,1.472951258703803,0.12305838243170862,0.08354545454545456,0.6214022024562879,0.28930004727398106,3.481521156936261,0.43237814675950725,0.1241923076923077,0.5988251142227157,0.13293553079056003,2.711569362613819,0.27021960364220676,0.09965432098765431,0.004399413411545127,EC,010022
0.5829887545896484,0.11342236402621905,2.345530089800295,0.21686101058839297,0.09245714285714283,0.6014251531108119,0.06527019819383292,1.5748559174373409,0.126122503685833,0.08008510638297874,0.6492002708888224,0.3128299826698423,3.3172496984318456,0.4838493499530894,0.14585858585858588,0.6074280251093578,0.06180991990054025,2.1109770808202653,0.17316713577268464,0.08203174603174604,0.005332622317024397,EO,010023
0.5908115394277674,0.09309425366283736,2.2846391614030375,0.2199973121892219,0.09629411764705881,0.6050008601181999,0.077659991345246,2.0494557183174305,0.18008332213412176,0.08786885245901636,0.6242274990450987,0.29081824681511836,2.9901894906598576,0.405187474801774,0.1355056179775281,0.6066421653317533,0.0811046042735831,2.1838462572234913,0.1947318908748824,0.08916923076923078,0.007998933475536596,EC,010023
0.5623717971763338,0.05878977774372883,2.28310502283105,0.20024174053182917,0.08770588235294118,0.5677769388406145,0.08930804911581441,2.215954875100725,0.19795863550899812,0.08933333333333333,0.6245109229352274,0.3024571575202359,3.256782164920763,0.40773569701853346,0.1251958762886598,0.5819225856138409,0.09740048512900766,2.3502551705613755,0.19406392694063926,0.08257142857142855,0.007332355685908546,EO,010024
0.6421363985196817,0.04397523554668082,0.46973560595893166,0.0948865924037042,0.202,0.6564290960151347,0.08365634837175223,1.3421017313112333,0.15971010602603677,0.119,0.7178020130012647,0.5026566255781595,2.01315259696685,0.6782982150046973,0.33693333333333336,0.6354982027354642,0.02317373772961281,0.80526103878674,0.06710508656556168,0.08333333333333333,0.006665777896280496,EC,010024
